swiss_french,standard_french,dialect,part_of_speech,definition,source,notes
oumécher,,vaud,unknown,un tonneau . 202 SOU,Glossaire vaud (1861),Line 6618
jevous,Pr.sou-è-té.,vaud,unknown,"soite unebonne nuit.(Pr.sou-è-té.) pain,deliqueur ,defièvre .N.P.uneidée,unsemblant ,un",Glossaire vaud (1861),Line 6621
scrupule,,vaud,unknown,",unejiclée ,unatôme :D.unsoupçon ,untantinet .Ce",Glossaire vaud (1861),Line 6625
dernier,,vaud,unknown,mot esttrèsfamilier .-Onemploie souvent lemot,Glossaire vaud (1861),Line 6626
rinçolette,,vaud,unknown,"pour désigner une nouvelle portion ,plus petite",Glossaire vaud (1861),Line 6627
que,,vaud,unknown,"lapremière ,surtout enparlant decafé:encore unerin-",Glossaire vaud (1861),Line 6628
colette,Voy.tout.,vaud,unknown,? Tout demême P.F.(Voy.tout.),Glossaire vaud (1861),Line 6629
pesdans,,vaud,unknown,"lebouillon ;tailler dessoupes ,tailler lasoupe .N.P.",Glossaire vaud (1861),Line 6631
couper,lasoupe ,vaud,unknown,lasoupe .,Glossaire vaud (1861),Line 6632
rieure,,vaud,unknown,"d'un édifice ,pour donner del'air àune cave .N.P.",Glossaire vaud (1861),Line 6635
unlarmier,,vaud,unknown,;cemot P.F.dans cesens.Dans quelques en-,Glossaire vaud (1861),Line 6636
droits,"onditune bornache ,P.F",vaud,unknown,"onditune bornache ,P.F.",Glossaire vaud (1861),Line 6637
comme,"Bibliothèque d'élite ,pag.157",vaud,unknown,"unpot.Ontrouve cesvers dans lespoésies deChar- lesd'Orléans (Bibliothèque d'élite ,pag.157): qu'avec peine .N.P.sourdiaud ,sordiaud .",Glossaire vaud (1861),Line 6640
lesenfants,,vaud,unknown,surtout .Tedonner mapomme ?Leplus sou-,Glossaire vaud (1861),Line 6651
vent,!P.F,vaud,unknown,!P.F.,Glossaire vaud (1861),Line 6652
voix,,vaud,unknown,.N.P.une voix deCentaure ;D.une voix deStentor . lant;lemédecin luiaordonné unstimulant .,Glossaire vaud (1861),Line 6658
sucrer,,vaud,unknown,"soncafé.N.P.votre café estservi ,sucrez -vous ;D.",Glossaire vaud (1861),Line 6663
prenez,,vaud,unknown,"dusucre ,mettez -ydusucre ,sucrez -le.",Glossaire vaud (1861),Line 6664
ouenmorceaux,N.P.lasucrière ,vaud,unknown,.N.P.lasucrière .,Glossaire vaud (1861),Line 6666
ployons,,vaud,unknown,"leverbe fermenter .Enparlant des châtaignes ,nous",Glossaire vaud (1861),Line 6668
disons,,vaud,unknown,"goger ,P.F.nonplus quemettre leschâtaignes augoge.",Glossaire vaud (1861),Line 6669
dans,,vaud,unknown,"quelque temps ,dans quelques années .Nevends pasta",Glossaire vaud (1861),Line 6672
maison,,vaud,unknown,",siparlasuite tutemariais ....Siparlasuite ils'é-",Glossaire vaud (1861),Line 6673
tablissait,,vaud,unknown,"....Par lasuite ,ilsfiniront par s'arranger ,P.F.",Glossaire vaud (1861),Line 6674
lafinesse,,vaud,unknown,";chocolat superfin ,liqueur superfine .Lemotsur- finP.F.",Glossaire vaud (1861),Line 6676
lafaveur,,vaud,unknown,"dont iljouit ,etluisuccéder .N.P.déboquer quel- qu'un ;D.supplanter ,débusquer .",Glossaire vaud (1861),Line 6680
que,,vaud,unknown,chose avec suppléer àquelque chose .Suppléer quelque,Glossaire vaud (1861),Line 6683
chose,,vaud,unknown,",c'est remplacer cequimanque enfournissant une",Glossaire vaud (1861),Line 6684
chose,,vaud,unknown,"delamême nature :cesacdoit être demille francs , s'ilyacent francs demoins ,jelessuppléerai .Suppléer à 204 SUR",Glossaire vaud (1861),Line 6685
quelque,,vaud,unknown,"chose ,c'est entenir lieu enfournissant l'équiva-",Glossaire vaud (1861),Line 6688
lent,,vaud,unknown,:lecourage supplée àlaforce .,Glossaire vaud (1861),Line 6689
journal,,vaud,unknown,",dans unlivre ,dans une affiche .",Glossaire vaud (1861),Line 6691
autre,,vaud,unknown,.N.P.une suredent . qu'on lemet par-dessus tous lesautres habits .N.P.un,Glossaire vaud (1861),Line 6693
garde,,vaud,unknown,"-habit ,cemot P.F.-Lemot roquelaure que nous",Glossaire vaud (1861),Line 6698
employons,",mais ilseditdans unsens",vaud,unknown,"souvent estfrançais ,mais ilseditdans unsens",Glossaire vaud (1861),Line 6699
unpeu,,vaud,unknown,différent decelui que nous luidonnons .,Glossaire vaud (1861),Line 6700
latablature,beaucoup detablature ,vaud,unknown,",beaucoup detablature .",Glossaire vaud (1861),Line 6709
tableau,,vaud,unknown,". gère;D.destablettes ,desrayons .",Glossaire vaud (1861),Line 6711
reiller,,vaud,unknown,. Taie signifie encore tache blanche quiseforme,Glossaire vaud (1861),Line 6719
surlacornée,,vaud,unknown,transparente del'œil .N.P.avoir une tache àl'œil ;D.avoir une taiesurl'œil .,Glossaire vaud (1861),Line 6720
marque,,vaud,unknown,pardeshoches ouentailles cequ'on donne oureçoit .,Glossaire vaud (1861),Line 6723
hommes,,vaud,unknown,",tailleuse enhommes ,enfemmes ,endames ;D.tail-",Glossaire vaud (1861),Line 6726
leurpour,,vaud,unknown,"hommes ,tailleuse pour hommes ,pour femmes ,etc.",Glossaire vaud (1861),Line 6727
puer,,vaud,unknown,"comme untasson ,gras comme untasson ;cemotP.F. pop. Taloche nepeut sedire pour coup donné dans la",Glossaire vaud (1861),Line 6729
main,,vaud,unknown,avec une palette debois ;D.uneférule .,Glossaire vaud (1861),Line 6732
destalons,",mais dans",vaud,unknown,"àdessouliers .Tulonner estfrançais ,mais dans",Glossaire vaud (1861),Line 6734
lesens,,vaud,unknown,depresser vivement :talonner undébiteur .Leverbe,Glossaire vaud (1861),Line 6735
retalonner,P.F,vaud,unknown,P.F.,Glossaire vaud (1861),Line 6736
bournier,,vaud,unknown,.Lesubs .tapin estdans Bescherelle .,Glossaire vaud (1861),Line 6739
desmottes,,vaud,unknown,"àbrûler .N.P.dutan,del'écorce ,desécorces ;",Glossaire vaud (1861),Line 6741
letant,,vaud,unknown,pour cent.Tant étant adv.nesaurait être précédé d'un déterminatif . N.P.untant soitpeu;D.tant soit,Glossaire vaud (1861),Line 6745
peu,,vaud,unknown,".Surettant moins ,locution dont onsesert enpar-",Glossaire vaud (1861),Line 6747
lant,,vaud,unknown,dequelque chose payé àcompte :ilm'a donné mille,Glossaire vaud (1861),Line 6748
francs,,vaud,unknown,surettant moins decequ'il medoit.Cette manière,Glossaire vaud (1861),Line 6749
deparler,Acad .,vaud,unknown,avieilli .(Acad .)Nous disons ilm'adonné mille 206 TAN,Glossaire vaud (1861),Line 6750
francs,,vaud,unknown,"àtant moins decequ'il medoit,cequiestinexact .",Glossaire vaud (1861),Line 6752
chaud,,vaud,unknown,",tantfroid ;jesuistantcontent ,tantmalade ;ilreste",Glossaire vaud (1861),Line 6754
tantpetit,"D.j'aisichaud ,sifroid,etc.N.P.Ilesttant",vaud,unknown,";D.j'aisichaud ,sifroid,etc.N.P.Ilesttant",Glossaire vaud (1861),Line 6755
content,,vaud,unknown,"qu'on peut l'être ;D.ilestaussi content ,etc.",Glossaire vaud (1861),Line 6756
letantôt,,vaud,unknown,",untantôt ,pour cette après -midi ,l'après -midi,une",Glossaire vaud (1861),Line 6758
après,,vaud,unknown,"-midi ,P.F. Aller ducôtédutantôt ,pour aller àla",Glossaire vaud (1861),Line 6759
maison,P.F,vaud,unknown,",P.F.",Glossaire vaud (1861),Line 6760
nussignifie,RAYNOUARD .,vaud,unknown,taon .) (RAYNOUARD .),Glossaire vaud (1861),Line 6763
tapage,!quel carillon !,vaud,unknown,!quel carillon !,Glossaire vaud (1861),Line 6769
moiselle,"quinedanse pasdans unbal,P.F",vaud,unknown,"quinedanse pasdans unbal,P.F.",Glossaire vaud (1861),Line 6771
debois,,vaud,unknown,.,Glossaire vaud (1861),Line 6776
tout,,vaud,unknown,soneffet.Bâtiment tassé .N.P.cebâtiment apris son,Glossaire vaud (1861),Line 6778
assise,,vaud,unknown,.,Glossaire vaud (1861),Line 6779
soins,,vaud,unknown,duménage .Onditenpatois tâta-dzeneille etcemota,Glossaire vaud (1861),Line 6781
passé,,vaud,unknown,dans lelangage populaire .Dureste cen'est quel'é-,Glossaire vaud (1861),Line 6782
quivalent,detâte-poule ,vaud,unknown,detâte-poule .,Glossaire vaud (1861),Line 6783
toute,,vaud,unknown,"sorte dedétails .N.P.unfénet ,unniblet ,unta-",Glossaire vaud (1861),Line 6786
quenet,D.untâtillon ,vaud,unknown,.D.untâtillon .,Glossaire vaud (1861),Line 6787
perdre,,vaud,unknown,"aujeu:j'aiétésolidement tatoué hier aubrelan ,",Glossaire vaud (1861),Line 6789
rûche,,vaud,unknown,"P. F. geux,entreprenant ,peuvent ,caséchéant ,remplacer lemot",Glossaire vaud (1861),Line 6793
détertin,RAYNOUARD .,vaud,unknown,",quin'est pasfrançais . (RAYNOUARD .) dur. Neprenez pas unpanier ,prenez une hotte ,vous",Glossaire vaud (1861),Line 6796
aurez,,vaud,unknown,"meilleur temps ,P.F.Dites ,vous aurez plus defacilité ,",Glossaire vaud (1861),Line 6803
ouprenez,,vaud,unknown,"unautre tour.-N.P.letemps sepasse vitelors- qu'on s'amuse ;D.letemps passe vite,etc. N.P.Ilya",Glossaire vaud (1861),Line 6804
temps,,vaud,unknown,pour rireettemps pour pleurer ;D.ilyatemps de,Glossaire vaud (1861),Line 6806
rireettemps,Besch .,vaud,unknown,depleurer .(Besch .),Glossaire vaud (1861),Line 6807
tion,,vaud,unknown,que d'un seul instrument ;D.unetenaille ;donnez -moi,Glossaire vaud (1861),Line 6809
latenaille,Etenaille P.F,vaud,unknown,.Etenaille P.F.,Glossaire vaud (1861),Line 6810
dans,,vaud,unknown,"lesens dedonner ,faire passer .N.P.tendez -moice plat;tendez -moimon chapeau ;D.faites -moipasser ceplat,",Glossaire vaud (1861),Line 6812
donnez,,vaud,unknown,-moi mon chapeau .N.P.vaétendre cecordeau ;D.,Glossaire vaud (1861),Line 6814
vatendre,etc,vaud,unknown,",etc.",Glossaire vaud (1861),Line 6815
dans,,vaud,unknown,"l'obscurité ,dans lesténèbres . 208 TEN",Glossaire vaud (1861),Line 6817
delafarine,,vaud,unknown,",dufromage ?Ilfautdire cemarchand vend-il, etc. Besch .dittenir école etnon tenir une école .",Glossaire vaud (1861),Line 6820
tenir,,vaud,unknown,lescôtés derire;jemetenais lescôtés derire.,Glossaire vaud (1861),Line 6823
fam,,vaud,unknown,.,Glossaire vaud (1861),Line 6825
lequel,,vaud,unknown,"elle setient ;tenable ,àlapremière tenable ,P.F.",Glossaire vaud (1861),Line 6827
dans,,vaud,unknown,cesens .-N.P.latenue delivres ;D.latenue des,Glossaire vaud (1861),Line 6828
livres,,vaud,unknown,.,Glossaire vaud (1861),Line 6829
glace,etc.N.P.leterni ,vaud,unknown,",etc.N.P.leterni .",Glossaire vaud (1861),Line 6832
grossièrement,"mépriser ,P.F.-N.P.ill'amisplus bas",vaud,unknown,",mépriser ,P.F.-N.P.ill'amisplus bas",Glossaire vaud (1861),Line 6834
que,terre ,vaud,unknown,terre .,Glossaire vaud (1861),Line 6835
laterre,,vaud,unknown,grasse . l'œuf .N.P.tête -de-maillet .,Glossaire vaud (1861),Line 6837
tesse,Acad .,vaud,unknown,",desolidité ,dejugement .(Acad .)Nous disons une",Glossaire vaud (1861),Line 6841
têtecarrée,,vaud,unknown,"pour dire unAllemand . thé.N.P.unethétière ,unethéère .",Glossaire vaud (1861),Line 6842
pioulet,,vaud,unknown,",dupiolet ;D.duthym . latiged'un arbre .",Glossaire vaud (1861),Line 6847
prises,,vaud,unknown,",avec violence etimportunité .N.P.trivougner ,se",Glossaire vaud (1861),Line 6853
trivougner,,vaud,unknown,.,Glossaire vaud (1861),Line 6854
trouve,,vaud,unknown,"dans Besch .tirer lepistolet ,lecanon etprobablement ,",Glossaire vaud (1861),Line 6861
paranalogie,,vaud,unknown,",tirer lefusil,lacarabine ,puisqu'il faut dire",Glossaire vaud (1861),Line 6862
tirer,Besch .,vaud,unknown,"sonfusil enl'air.(Besch .) Setirer pour s'ôter ,P.F.",Glossaire vaud (1861),Line 6863
force,"ouparadresse .N.P.avoir lepoil,illuiaeulepoil",vaud,unknown,"ouparadresse .N.P.avoir lepoil,illuiaeulepoil.",Glossaire vaud (1861),Line 6866
ressemble,,vaud,unknown,"à.... s'amuser .N.P.tisonner lefeu,tousonner ;D.tisonner (sans",Glossaire vaud (1861),Line 6868
régime,,vaud,unknown,);iltisonne .Onpeut dire aussi fourgonner (sans ré-,Glossaire vaud (1861),Line 6871
gime,);ilfourgonne ,vaud,unknown,);ilfourgonne .,Glossaire vaud (1861),Line 6872
delalocution,,vaud,unknown,:Etoffe faite surlatoile.Nous neportons,Glossaire vaud (1861),Line 6875
quedesrobes,,vaud,unknown,faites surlatoile. c'est une affaire terminée ;mais leparticipe toisé estmalem-,Glossaire vaud (1861),Line 6876
ployé,,vaud,unknown,dans lesphrases suivantes :lebien deson père ?il,Glossaire vaud (1861),Line 6879
esttoisé,dépensé,vaud,unknown,(dépensé );sonbeau-frère ?toisé (mort);situasle,Glossaire vaud (1861),Line 6880
malheur,,vaud,unknown,detomber entre lesmains desprocureurs ....tues,Glossaire vaud (1861),Line 6881
toisé,ruiné,vaud,unknown,(ruiné ). 210 TOM,Glossaire vaud (1861),Line 6882
buaton,"D.untoitàporcs ,ouuntoitàcochons ;onpeu",vaud,unknown,";D.untoitàporcs ,ouuntoitàcochons ;onpeu",Glossaire vaud (1861),Line 6887
dire,,vaud,unknown,aussi une porcherie .,Glossaire vaud (1861),Line 6888
tions,,vaud,unknown,",àlatombée delanuit,aumoment oùlejour tombe ,",Glossaire vaud (1861),Line 6890
oùlanuit,Acad .,vaud,unknown,approche .(Acad .)-Cequifaittomber entière-,Glossaire vaud (1861),Line 6891
ment,,vaud,unknown,lebassin delabalance oùsetrouve lamarchandise .,Glossaire vaud (1861),Line 6892
tombée,,vaud,unknown,dans deux acceptions bien différentes .Ex.:Voulez-,Glossaire vaud (1861),Line 6894
vous,,vaud,unknown,"duvin?Oui,j'enprendrai unetombée .-Lejour dutir",Glossaire vaud (1861),Line 6895
cantonal,,vaud,unknown,",nous avons euunetombée d'amis ....que çafaisait",Glossaire vaud (1861),Line 6896
plaisir,,vaud,unknown,àvoir.Dans cesdeux acceptions lemot tombée P.F.,Glossaire vaud (1861),Line 6897
min,,vaud,unknown,aboutit àtel autre .N.P.suivez cesentier etvous tom-,Glossaire vaud (1861),Line 6899
berez,,vaud,unknown,"surlaroute deMorges ;D.suivez cesentier ,iltombe",Glossaire vaud (1861),Line 6900
dans,"MONTAIGNE ,Essais ,liv.II,chap .LVII .",vaud,unknown,"laroute de.... Le verbe chuter P.F. (MONTAIGNE ,Essais ,liv.II,chap .LVII .)",Glossaire vaud (1861),Line 6901
donne,,vaud,unknown,unsens unpeu différent decelui quenous luiattri-,Glossaire vaud (1861),Line 6905
buons,,vaud,unknown,. qu'on ditqui blesse que lamanière dont onledit.C'est,Glossaire vaud (1861),Line 6906
dans,,vaud,unknown,cesens quenous disons àtort :c'est letonquifaitla,Glossaire vaud (1861),Line 6909
chanson,,vaud,unknown,".Prendre unton,prendre desairs,affecter une",Glossaire vaud (1861),Line 6910
sorte,Acad .,vaud,unknown,"desupériorité .(Acad .)Prendre duton,P.F.",Glossaire vaud (1861),Line 6911
interj,,vaud,unknown,".:tonneau !lebon vin;tonneau !lebeau cheval ,P.F.",Glossaire vaud (1861),Line 6913
exprimer,,vaud,unknown,qu'un homme n'aura pascequ'il désire .Nous di-,Glossaire vaud (1861),Line 6915
sons,,vaud,unknown,"ilpeut entorcher soncouteau ,ilpeut torcher soncou- teau,P.F.",Glossaire vaud (1861),Line 6916
lesmeubles,,vaud,unknown,".N.P.unepanosse . gue,unecovagne ,unetrouïe ;D.untorchon .",Glossaire vaud (1861),Line 6919
tordre,,vaud,unknown,".Ilamaillé lecou àcetoiseau ,P.F.",Glossaire vaud (1861),Line 6924
dupapier,,vaud,unknown,",etc.Tortiller nepeut sedirepour battre ,rosser : jel'aijoliment tortillé ,P.F.",Glossaire vaud (1861),Line 6926
seille,,vaud,unknown,;D.mettez untortillon .Torche seditàlaCôte d'un,Glossaire vaud (1861),Line 6929
pain,,vaud,unknown,"deforme circulaire ,percé ensoncentre ,P.F.",Glossaire vaud (1861),Line 6930
petite,,vaud,unknown,cheville surlaquelle onlefaittourner etquiestmar-,Glossaire vaud (1861),Line 6932
quédeslettres,,vaud,unknown,"P,T,M,R,sursesquatre faces .Quand ,",Glossaire vaud (1861),Line 6933
après,,vaud,unknown,"avoir tourné ,ledétombe enprésentant lafaceP,le",Glossaire vaud (1861),Line 6934
joueur,,vaud,unknown,"prend samise ;ilenmetunesic'est lafaceM;il n'arien quand c'est laface R;ilgagne tout sic'est laface d'ardoise . Cethomme auneforte touche ,une rude tou- che,P.F.-",Glossaire vaud (1861),Line 6935
fautdire,,vaud,unknown,":toucher l'orgue ,leforte -piano ;pincer laguitare ,",Glossaire vaud (1861),Line 6942
laharpe,,vaud,unknown,",etnontoucher del'orgue ,duforte-piano ;pincer",Glossaire vaud (1861),Line 6943
delaguitare,,vaud,unknown,",delaharpe . Toucher dans lamain ,voyez",Glossaire vaud (1861),Line 6944
main,,vaud,unknown,.,Glossaire vaud (1861),Line 6945
donner,,vaud,unknown,letour;D.joindre lesdeux bouts . S'en donner,Glossaire vaud (1861),Line 6947
deux,,vaud,unknown,"tours ,pour s'amuser beaucoup ,P.F.",Glossaire vaud (1861),Line 6948
riauder,P.F,vaud,unknown,",P.F.",Glossaire vaud (1861),Line 6950
bourreau,Besch .,vaud,unknown,",personne quitourmente .(Besch .)Nous disons d'un enfant vif,quinous harcèle sans cesse :c'est untour 212 Του",Glossaire vaud (1861),Line 6952
mente,,vaud,unknown,"chrétien .Sil'onvoulait corriger cette locution ,ilfau-",Glossaire vaud (1861),Line 6955
drait,,vaud,unknown,dire :c'est untourmenteur dechrétien .L'Acad .ne,Glossaire vaud (1861),Line 6956
donne,paslemot tourmenteur ,vaud,unknown,paslemot tourmenteur .,Glossaire vaud (1861),Line 6957
tours,,vaud,unknown,sans s'éloigner dumême lieu.Rôder autour ;fam. tête;D.tournoiement detête.,Glossaire vaud (1861),Line 6959
amauvaise,Acad .,vaud,unknown,mine etquiparaît devoir mourir bientôt . (Acad .)N.P.iltousse lesapin . Dans lesvillages voisins,Glossaire vaud (1861),Line 6965
ducanton,,vaud,unknown,"deGenève ,ondittoussi pour tousser :ilatoussi",Glossaire vaud (1861),Line 6967
toute,"Enlatin tussire ,tousser .",vaud,unknown,"lanuit,P.F.(Enlatin tussire ,tousser .) (RABELAIS ,Pantagruel ,liv.III,chap .II.)",Glossaire vaud (1861),Line 6968
tiers,,vaud,unknown,":prendriez -vous unverre devin?Tout demême ,P.F. pas.Nous employons cette expression dans unsens unpeu",Glossaire vaud (1861),Line 6972
différent,,vaud,unknown,".Ex.Cen'est pas letout,ilesttard ,partons .- letout,j'aiunelettre àcopier .",Glossaire vaud (1861),Line 6975
graisse,,vaud,unknown,",seditquand onn'aqu'une partie decequiestné-",Glossaire vaud (1861),Line 6979
cessaire,,vaud,unknown,.Nous disons dans lemême sens :cen'est pasletout,Glossaire vaud (1861),Line 6980
quedeschoux,,vaud,unknown,",ilfaut dulard pour lescuire .",Glossaire vaud (1861),Line 6981
ment,Acad .,vaud,unknown,"(Acad .),ilestévident qu'on nepeut pasdire:revenir",Glossaire vaud (1861),Line 6983
pour,,vaud,unknown,tout àfait.Onnepeut pasdire non plus :revenir àla,Glossaire vaud (1861),Line 6984
toute,,vaud,unknown,";D.revenir pour rester ,ouprenez unautre tour .",Glossaire vaud (1861),Line 6985
remplacer,"jet'ennifle,jet'enmoque ,P.F.:tucrois queje",vaud,unknown,"jet'ennifle,jet'enmoque ,P.F.:tucrois queje",Glossaire vaud (1861),Line 6988
veux,,vaud,unknown,"teladonner ?tout beau ! adv.D'une même continuité ,sans interruption .Sediten",Glossaire vaud (1861),Line 6989
parlant,,vaud,unknown,"debien-fonds .Avoir tant d'arpents depré,devigne , etc.,tout enuntenant ,tout d'un tenant .N.P.tout enun",Glossaire vaud (1861),Line 6992
mas,,vaud,unknown,". c'est unegrosse toutou ,une bonne toutou ,unemonon ,une",Glossaire vaud (1861),Line 6994
grosse,,vaud,unknown,"monon ,une tantoume .",Glossaire vaud (1861),Line 6998
nepeut,,vaud,unknown,"sedire pour bruit,désordre :pasplus tôtlemaître",Glossaire vaud (1861),Line 7002
estparti,,vaud,unknown,quelesélèves font untrafic ....P.F. c'est traînant qu'il faut dire.,Glossaire vaud (1861),Line 7003
trait,Acad .,vaud,unknown,àl'autre .(Acad .)N.P.n'apastrait àl'autre .,Glossaire vaud (1861),Line 7007
sanne,,vaud,unknown,",P.F. pas.Voyez restaurant . fieilnem'en apasditunseulmot.Nous nous exprimons",Glossaire vaud (1861),Line 7010
unpeudifféremment,,vaud,unknown,";nous disons ,ilnem'en apasditun",Glossaire vaud (1861),Line 7015
traître,mot ,vaud,unknown,mot .,Glossaire vaud (1861),Line 7016
perdre,latramontane ,vaud,unknown,latramontane .,Glossaire vaud (1861),Line 7018
ventre,,vaud,unknown,.Les chevaux ont assez souvent des tranchées .Tran- 214 TRA,Glossaire vaud (1861),Line 7020
chées,,vaud,unknown,"rouges ,tranchées fortviolentes deschevaux quisont",Glossaire vaud (1861),Line 7022
souvent,,vaud,unknown,mortelles .N.P.cecheval aune ventrée ;D.ce,Glossaire vaud (1861),Line 7023
cheval,ades tranchées ,vaud,unknown,ades tranchées .,Glossaire vaud (1861),Line 7024
sont,,vaud,unknown,"tracées plusieurs lignes noires ,etdont onsesert pour",Glossaire vaud (1861),Line 7026
écrire,,vaud,unknown,droit .N.P.unguide -âne.Chacun saitque lefruit,Glossaire vaud (1861),Line 7027
delavigne,,vaud,unknown,",d'abord opaque ,finit pardevenir plus oumoins",Glossaire vaud (1861),Line 7028
transparent,,vaud,unknown,.Nous exprimons cechangement d'état endi-,Glossaire vaud (1861),Line 7029
sant,,vaud,unknown,":leraisin commence àtraluire ,leraisin traluit .Le",Glossaire vaud (1861),Line 7030
verbe,,vaud,unknown,"traluire n'est pas français .C'est ,àmon avis ,une",Glossaire vaud (1861),Line 7031
omission,,vaud,unknown,dans tous lesdictionnaires .Peu demots ont une,Glossaire vaud (1861),Line 7032
plus,,vaud,unknown,"noble origine ;translucere enlatin ,signifiant êtretrans-",Glossaire vaud (1861),Line 7033
parent,,vaud,unknown,",etl'adj .translucide ,venant detrans ,àtravers ,et delux,lumière .",Glossaire vaud (1861),Line 7034
trappon,,vaud,unknown,.-Cequelesenfants nomment untrappon pour,Glossaire vaud (1861),Line 7039
prendre,lesoiseaux estuntrébuchet ,vaud,unknown,lesoiseaux estuntrébuchet .,Glossaire vaud (1861),Line 7040
dire,,vaud,unknown,"travailler delithographe ,demenuisier ;D.travailler",Glossaire vaud (1861),Line 7042
enlithographie,,vaud,unknown,",enmenuiserie . N.P.travailler sur l'or, surl'argent ;D.travailler enor,enargent . N.P.tra-",Glossaire vaud (1861),Line 7043
vailler,,vaud,unknown,comme unsacre ;D.travailler comme unforçat .,Glossaire vaud (1861),Line 7045
surlasablière,,vaud,unknown,".N.P.tralaison ,poutraison .-Les travées d'un pont debois sont lespoutres quisupportent letablier",Glossaire vaud (1861),Line 7047
dupont,,vaud,unknown,. l'acception suivante :voici untravers detemps que....Ala,Glossaire vaud (1861),Line 7049
mistanflute,,vaud,unknown,",pour dire tout detravers ,P.F.",Glossaire vaud (1861),Line 7052
dans,,vaud,unknown,Besch .aumot treillis :Espèce degrosse toile dont on,Glossaire vaud (1861),Line 7057
faitdessacs,,vaud,unknown,"etdont s'habillent des paysans ,desmanœu-",Glossaire vaud (1861),Line 7058
vres,etc,vaud,unknown,",etc.",Glossaire vaud (1861),Line 7059
ilapeur,,vaud,unknown,".-Greboler pour trembler ,P.F.Onnepeut donc",Glossaire vaud (1861),Line 7061
pasdire,ilgrebole defroid ,vaud,unknown,ilgrebole defroid .,Glossaire vaud (1861),Line 7062
paquet,,vaud,unknown,.,Glossaire vaud (1861),Line 7064
ilesttout,"trempe ,P.F",vaud,unknown,"trempe ,P.F.",Glossaire vaud (1861),Line 7066
une,,vaud,unknown,"fameuse détrempe ,une forte secouée ;D.une fameuse",Glossaire vaud (1861),Line 7068
trempée,"rûclée ,pop ",vaud,unknown,",rûclée ,pop .",Glossaire vaud (1861),Line 7069
pain,"dans levin,P.F",vaud,unknown,"dans levin,P.F.",Glossaire vaud (1861),Line 7071
pour,enavoir menti ,vaud,unknown,enavoir menti .,Glossaire vaud (1861),Line 7073
pointe,,vaud,unknown,.,Glossaire vaud (1861),Line 7075
trouve,,vaud,unknown,pasdans ledictionnaire .Onlitdans Besch .aumot,Glossaire vaud (1861),Line 7079
trêve,,vaud,unknown,:sonmal neluidonne nipaix nitrêve .,Glossaire vaud (1861),Line 7080
triage,,vaud,unknown,.,Glossaire vaud (1861),Line 7082
tricoise,D.lestricoises ,vaud,unknown,;D.lestricoises .,Glossaire vaud (1861),Line 7085
dans,,vaud,unknown,"cesens onnepeut pasdire untricot ,donnez -moimon 216 TRI",Glossaire vaud (1861),Line 7087
tricot,,vaud,unknown,;D.donnez -moimon tricotage .-Tricot nepeut se,Glossaire vaud (1861),Line 7089
dire,,vaud,unknown,"pour trique ,gros bâton ,pop. pop.N.P.trimbaner .",Glossaire vaud (1861),Line 7090
pour,",mais ilestfamilier",vaud,unknown,"travailler beaucoup etlongtemps nepeuvent passe dire;piocher dans cesens estfrançais ,mais ilestfamilier .",Glossaire vaud (1861),Line 7094
derideau,,vaud,unknown,";D.une tringle ,destringles .",Glossaire vaud (1861),Line 7097
cesens,P.F,vaud,unknown,",P.F.",Glossaire vaud (1861),Line 7099
nevaut,pas tripette ,vaud,unknown,pas tripette .,Glossaire vaud (1861),Line 7101
causée,pardesrapports .N.P.destripots ,vaud,unknown,pardesrapports .N.P.destripots .,Glossaire vaud (1861),Line 7103
esttriste,chagrin ,vaud,unknown,",chagrin .",Glossaire vaud (1861),Line 7105
chat,,vaud,unknown,"borgne ,P.F.L'expression être gringe comme un",Glossaire vaud (1861),Line 7106
nent,,vaud,unknown,etquicroissent ensemble comme parbouquets :trochet,Glossaire vaud (1861),Line 7108
depoires,,vaud,unknown,",decerises .N.P.unmouchet depoires ,decerises ,",Glossaire vaud (1861),Line 7109
unpandeau,decerises ,vaud,unknown,decerises .,Glossaire vaud (1861),Line 7110
onaôtétout,,vaud,unknown,"cequiétait bonàmanger :trognon dechou,",Glossaire vaud (1861),Line 7112
depomme,,vaud,unknown,".N.P.tronc dechou ,coraillon ,rongeon depom- me;D.trognon dechou ,trognon depomme .Al'occasion",Glossaire vaud (1861),Line 7113
dumot,,vaud,unknown,"coraillon ,onpeut remarquer que corata ,enitalien ,",Glossaire vaud (1861),Line 7115
signifie,,vaud,unknown,"intestins ,corenlatin,cœur,etcoraille cœur ,R.W.",Glossaire vaud (1861),Line 7116
-,,vaud,unknown,"TROMPER ,v.a.Lemot flouer P.F. Est-ceune",Glossaire vaud (1861),Line 7118
contraction,,vaud,unknown,"defilouter ? del'eau dans sonvinpour levendre ensuite ,c'est une",Glossaire vaud (1861),Line 7119
gueuserie,P.F,vaud,unknown,",P.F.",Glossaire vaud (1861),Line 7123
deparole,,vaud,unknown,.N.P.unbarbouillon . à....;mais lemot trottée P.F.,Glossaire vaud (1861),Line 7126
peut,,vaud,unknown,sedirepour bouillir .L'eau bout-elle?Oh!ilyalong-,Glossaire vaud (1861),Line 7131
temps,"qu'elle trotte ,P.F",vaud,unknown,"qu'elle trotte ,P.F.",Glossaire vaud (1861),Line 7132
