swiss_french,standard_french,dialect,part_of_speech,definition,source,notes
SCINTILLATION,,vaud,noun_feminine,Mouvement de,Glossaire Vaudois (1861),DCG parsed
SCIURE,,vaud,noun_feminine,N.P.duraisson .,Glossaire Vaudois (1861),DCG parsed
SCORSONÈRE,,vaud,noun_feminine,N.P.desécor-,Glossaire Vaudois (1861),DCG parsed
SEAU,,vaud,noun_masculine,N.P.unsiau.,Glossaire Vaudois (1861),DCG parsed
SÉBILE,,vaud,noun_feminine,Vase semi-sphérique ;sébile deboulanger .,Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,"P.uncopon .Quand lasébile estdepaille ,nous l'appe-",Glossaire Vaudois (1861),DCG parsed
SEILLE,,vaud,noun_feminine,"Peut sedire,demême queseilleau .(Pr.",Glossaire Vaudois (1861),DCG parsed
SELLE,aller àlaselle.,vaud,noun_feminine,N.P.aller àselle;D.aller àlaselle.,Glossaire Vaudois (1861),DCG parsed
SEMBLANT,,vaud,noun_masculine,"N.P.faire àsemblant ,faire ensem-",Glossaire Vaudois (1861),DCG parsed
SEMENCE,blé,vaud,noun_feminine,"N.P.blédesemens ,lessemens ;D.blé",Glossaire Vaudois (1861),DCG parsed
SEMER,,vaud,verb_active,Neconfondez passemer avec ensemencer ;,Glossaire Vaudois (1861),DCG parsed
SEMESTRE,,vaud,noun_masculine,N.P.sémestre .,Glossaire Vaudois (1861),DCG parsed
SEMOTTE,,vaud,noun_feminine,Nouvelle pousse deschoux étêtés .N.P.,Glossaire Vaudois (1861),DCG parsed
SEMOULE,delase-,vaud,noun_feminine,"N.P.dugrietz ,dusimolat ;D.delase-",Glossaire Vaudois (1861),DCG parsed
SENS,,vaud,noun_masculine,(Pr.çandevant uneconsonne etçanz devant,Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,jemedéplais àlacampagne . Sentu sedisait etmême,Glossaire Vaudois (1861),DCG parsed
SEPT,,vaud,adjective,Prononcez cèdevant une consonne etcèt:,Glossaire Vaudois (1861),DCG parsed
SÉQUELLE,,vaud,noun_feminine,N.P.sequelle .,Glossaire Vaudois (1861),DCG parsed
SERANCER,,vaud,verb_active,"Serancer lelin,lechanvre .N.P.sé-",Glossaire Vaudois (1861),DCG parsed
SERF,,vaud,noun_masculine,Prononcez l'ſausing.etauplur .,Glossaire Vaudois (1861),DCG parsed
SÉRIEUSEMENT,,vaud,adverb,"Dites -vous cela debon,toutde",Glossaire Vaudois (1861),DCG parsed
SERINGAT,,vaud,noun_masculine,Plante .N.P.delaci-,Glossaire Vaudois (1861),DCG parsed
SERINGUER,,vaud,verb_active,Estfrançais ;mais ilnepeut sedire,Glossaire Vaudois (1861),DCG parsed
SERPENT,,vaud,noun_masculine,N.P.laserpent .,Glossaire Vaudois (1861),DCG parsed
SERPILLÈRE,,vaud,noun_feminine,N.P.unecharpillère .,Glossaire Vaudois (1861),DCG parsed
SERRER,serrer des,vaud,verb_active,N.P.réduire despapiers ;D.serrer des,Glossaire Vaudois (1861),DCG parsed
SERVANTE,,vaud,noun_feminine,Onlitdans Bescherelle :Etre comme la,Glossaire Vaudois (1861),DCG parsed
SERVIETTE,,vaud,noun_feminine,"Recevoir uneserviette ,pour essuyer un",Glossaire Vaudois (1861),DCG parsed
SERVIR,,vaud,verb_pronominal,"N.P.jesers cecouteau ,celivre ,etc.",Glossaire Vaudois (1861),DCG parsed
SEULEMENT,,vaud,adverb,"Seulement ,employé avec ne....que,",Glossaire Vaudois (1861),DCG parsed
N,iln'aqu'à se,vaud,unknown,P.iln'aseulement qu'à semontrer ....;D.iln'aqu'à se,Glossaire Vaudois (1861),DCG parsed
SI,,vaud,adverb,Voyez aussi .,Glossaire Vaudois (1861),DCG parsed
SIFFLET,,vaud,noun_masculine,"Couper lesifflet àquelqu'un ,lerendre",Glossaire Vaudois (1861),DCG parsed
SIGNER,,vaud,verb_active,"Sesigner ,c'est faire lesigne delacroix.",Glossaire Vaudois (1861),DCG parsed
N,j'ai,vaud,unknown,P.jemesuissigné pour j'ai mis masignature ;D.j'ai,Glossaire Vaudois (1861),DCG parsed
SIGNET,,vaud,noun_masculine,Petit ruban quelesrelieurs,Glossaire Vaudois (1861),DCG parsed
SIGNIFIER,,vaud,verb_active,N.P.tout cequevous dites nesignifie,Glossaire Vaudois (1861),DCG parsed
SIMAGRÉE,,vaud,noun_feminine,"Faux semblant ,façons affectées ,mi-",Glossaire Vaudois (1861),DCG parsed
SINGULARITÉ,,vaud,noun_feminine,N.P.singuliarité .,Glossaire Vaudois (1861),DCG parsed
SIX,,vaud,adjective,"Pr.cidevant une consonne ,cizdevant une",Glossaire Vaudois (1861),DCG parsed
SOCIÉTÉ,,vaud,noun_feminine,N.P.societé .,Glossaire Vaudois (1861),DCG parsed
SOI-DISANT,,vaud,adjective,Dont onconteste letitre :unsoi-disant,Glossaire Vaudois (1861),DCG parsed
SOIGNER,,vaud,verb_active,Soigner nepeut sedire pour serrer .N.P.,Glossaire Vaudois (1861),DCG parsed
SOMME,faire,vaud,noun_masculine,"N.P.faire unliopet ,unbénon ;D.faire",Glossaire Vaudois (1861),DCG parsed
SOMMEILLER,,vaud,verb_neutral,"N.P.béner .Onpeut dire roupiller ,",Glossaire Vaudois (1861),DCG parsed
SOMMELIER,,vaud,noun_masculine,N.P.unsommélier .,Glossaire Vaudois (1861),DCG parsed
SON,,vaud,adjective,N.P.comme ilfaitsonfendant !Comme ilfait,Glossaire Vaudois (1861),DCG parsed
SONNAILLE,,vaud,noun_feminine,Clochette attachée aucoudesbêtes,Glossaire Vaudois (1861),DCG parsed
SONNAILLER,,vaud,noun_masculine,Animal quidans untroupeau va,Glossaire Vaudois (1861),DCG parsed
SONNER,,vaud,verb_neutral,"Dites sonner ducor,sonner delatrom-",Glossaire Vaudois (1861),DCG parsed
SORT,,vaud,noun_masculine,Nous employons l'expression avoir dusort,Glossaire Vaudois (1861),DCG parsed
SORTE,,vaud,noun_feminine,Nous disons qu'un vêtement n'est pas de,Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,F.,Glossaire Vaudois (1861),DCG parsed
SORTILÉGE,unsortilège .,vaud,noun_masculine,N.P.unsorcilége ;D.unsortilège .,Glossaire Vaudois (1861),DCG parsed
SOUCIER,,vaud,verb_pronominal,Voulez -vous celui-cioucelui-là?,Glossaire Vaudois (1861),DCG parsed
SOUCOUPE,unesou-,vaud,noun_feminine,"N.P.secoupe ,sous-tasse;D.unesou-",Glossaire Vaudois (1861),DCG parsed
SOUFRER,soufrer,vaud,verb_active,N.P.branter untonneau ;D.soufrer,Glossaire Vaudois (1861),DCG parsed
SOUHAITER,,vaud,verb_active,Onprononce souvent àtort soiter ;,Glossaire Vaudois (1861),DCG parsed
SOUPÇON,,vaud,noun_masculine,Très petite quantité .Unsoupçon de,Glossaire Vaudois (1861),DCG parsed
SOUPE,,vaud,noun_feminine,Tranche mince depain.Mettre quelques sou-,Glossaire Vaudois (1861),DCG parsed
SOUPER,,vaud,verb_neutral,(Voy.déjeuner .),Glossaire Vaudois (1861),DCG parsed
SOUPIRAIL,,vaud,noun_masculine,Ouverture pratiquée àlapartie infé-,Glossaire Vaudois (1861),DCG parsed
SOURCIL,,vaud,noun_masculine,N.P.soucil .,Glossaire Vaudois (1861),DCG parsed
SOURD,sourd,vaud,adjective,N.P.sourd comme untoupin ;D.sourd,Glossaire Vaudois (1861),DCG parsed
SOURIS,,vaud,noun_feminine,N.P.unsouris .,Glossaire Vaudois (1861),DCG parsed
SOUVENT,,vaud,adverb,"Nous disons leplussouvent pardérision ,",Glossaire Vaudois (1861),DCG parsed
SQUELETTE,,vaud,noun_masculine,"N.P.unesquelette ,uneesquelette ;",Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,unsquelette .,Glossaire Vaudois (1861),DCG parsed
STIMULANT,unstimu-,vaud,noun_masculine,N.P.unremontant ;D.unstimu-,Glossaire Vaudois (1861),DCG parsed
SUCRER,,vaud,verb_active,"Mettre dusucre dans ...;sucrer del'eau ,",Glossaire Vaudois (1861),DCG parsed
SUCRIER,,vaud,noun_masculine,Vase oùl'on met dusucre enpoudre,Glossaire Vaudois (1861),DCG parsed
SUER,,vaud,verb_neutral,"Leblésue,lesfoins suent .(Acad .)Nous em-",Glossaire Vaudois (1861),DCG parsed
SUITE,,vaud,noun_feminine,"Par lasuite nepeut sedire pour plus tard ,",Glossaire Vaudois (1861),DCG parsed
SUPERSTITION,,vaud,noun_feminine,N.P.supertition .,Glossaire Vaudois (1861),DCG parsed
SUPPLANTER,,vaud,verb_active,"Faire perdre àunautre laplace ,",Glossaire Vaudois (1861),DCG parsed
SUPPLÉER,,vaud,verb_active,etn.Neconfondez passuppléer quel-,Glossaire Vaudois (1861),DCG parsed
SURDENT,,vaud,noun_feminine,Dent quivient hors derang surune,Glossaire Vaudois (1861),DCG parsed
SURDITÉ,,vaud,noun_feminine,N.P.sourdité .,Glossaire Vaudois (1861),DCG parsed
SURTOUT,,vaud,noun_masculine,"Vêtement large ,ainsi nommé parce",Glossaire Vaudois (1861),DCG parsed
SUSPECT,,vaud,adjective,Faites entendre let.,Glossaire Vaudois (1861),DCG parsed
SUSPENDRE,,vaud,verb_active,"Lesverbes ganguiller ,seganguiller ,",Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,F.,Glossaire Vaudois (1861),DCG parsed
SUSTANTER,,vaud,verb_active,Nourrir .N.P.substanter .,Glossaire Vaudois (1861),DCG parsed
TABAC,,vaud,noun_masculine,T,Glossaire Vaudois (1861),DCG parsed
TABLATURE,ilmedonne de,vaud,noun_feminine,N.P.trablature ;D.ilmedonne de,Glossaire Vaudois (1861),DCG parsed
TABLEAU,,vaud,noun_masculine,Lemot tabelle P.F.Ilfaut dire un,Glossaire Vaudois (1861),DCG parsed
TABLETTE,,vaud,noun_feminine,"N.P.untablar ,untablâ ,uneéta-",Glossaire Vaudois (1861),DCG parsed
TACHER,,vaud,verb,"Tutâcheras quemon frère netevoiepas,",Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,"F.;ilfaut dire tâcher de:tutâcheras den'être pasvu,etc.",Glossaire Vaudois (1861),DCG parsed
TAIE,unetaied'o-,vaud,noun_feminine,N.P.unefourre d'oreiller ;D.unetaied'o-,Glossaire Vaudois (1861),DCG parsed
TAILLE,,vaud,noun_feminine,C'est lenom delapièce debois oùl'on,Glossaire Vaudois (1861),DCG parsed
TAILLEUR,,vaud,noun_masculine,"TAILLEUSE ,s.f.N.P.tailleur en",Glossaire Vaudois (1861),DCG parsed
TAISSON,,vaud,noun_masculine,Blaireau :puer comme untaisson .N.P.,Glossaire Vaudois (1861),DCG parsed
TALOCHE,,vaud,noun_feminine,"Coup donné surlatête avec lamain ,",Glossaire Vaudois (1861),DCG parsed
TALON,remettre,vaud,noun_masculine,N.P.retalonner dessouliers ;D.remettre,Glossaire Vaudois (1861),DCG parsed
TAMBOUR,,vaud,noun_masculine,Celui quibatletambour .N.P.tam-,Glossaire Vaudois (1861),DCG parsed
TANNÉE,,vaud,noun_feminine,"Tanquiadéjàservi,aveclequel onfait",Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,"delatannée . Tannée ,pour volée decoups ,rossée ,",Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,F.,Glossaire Vaudois (1861),DCG parsed
TANT,,vaud,adverb,"N.P.Ilm'apromis untantpour cent,j'aurai",Glossaire Vaudois (1861),DCG parsed
TANTOT,,vaud,adverb,"Dans peu detemps ,bientôt .Cetantôt ,",Glossaire Vaudois (1861),DCG parsed
TAON,,vaud,noun_masculine,"(Pr.tand'après Besch .;tond'après l'Acad .,",Glossaire Vaudois (1861),DCG parsed
TAPAGE,quel,vaud,noun_masculine,N.P.quelle chette !queltredon !D.quel,Glossaire Vaudois (1861),DCG parsed
TAPISSERIE,,vaud,noun_feminine,"Faire tapisserie ,enparlant d'une de-",Glossaire Vaudois (1861),DCG parsed
TARGETTE,,vaud,noun_feminine,N.P.tergette .,Glossaire Vaudois (1861),DCG parsed
TARIÈRE,,vaud,noun_feminine,N.P.unpercet .,Glossaire Vaudois (1861),DCG parsed
TARTRE,,vaud,noun_masculine,N.P.dutâtre .,Glossaire Vaudois (1861),DCG parsed
TAS,untas,vaud,noun_masculine,N.P.une tèche debois ;D.untas,Glossaire Vaudois (1861),DCG parsed
TATILLON,,vaud,noun_masculine,Homme quientre inutilement dans,Glossaire Vaudois (1861),DCG parsed
TATOUER,,vaud,verb_active,"Estfrançais ,mais nepeut sedire pour",Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,F.,Glossaire Vaudois (1861),DCG parsed
TAUPE,,vaud,noun_feminine,Lemot derbon P.F.,Glossaire Vaudois (1861),DCG parsed
TEIGNE,,vaud,noun_feminine,Inflammation ducuir chevelu .Lemot,Glossaire Vaudois (1861),DCG parsed
TÉMÉRAIRE,,vaud,adjective,"Lesadj.téméraire ,hardi ,coura-",Glossaire Vaudois (1861),DCG parsed
TEMPE,,vaud,noun_feminine,Partie delatête.N.P.latemple .,Glossaire Vaudois (1861),DCG parsed
TEMPS,letemps est,vaud,noun_masculine,N.P.lestemps sont durs ;D.letemps est,Glossaire Vaudois (1861),DCG parsed
TENAILLE,,vaud,noun_feminine,"N.P.destenailles ,lorsqu'il n'est ques-",Glossaire Vaudois (1861),DCG parsed
TENDRE,,vaud,verb_active,etn.Ceverbe nepeut pas s'employer,Glossaire Vaudois (1861),DCG parsed
TÉNÈBRES,être,vaud,noun_feminine,plur.N.P.êtreànovion ;D.être,Glossaire Vaudois (1861),DCG parsed
TENIR,,vaud,verb_active,Nous disons souvent :cemarchand tient-il,Glossaire Vaudois (1861),DCG parsed
TENIR,se,vaud,verb_pronominal,N.P.setenir lescôtes derire;D.se,Glossaire Vaudois (1861),DCG parsed
TENTANT,,vaud,adjective,Tentatif peut aussi sedire;mais ilest,Glossaire Vaudois (1861),DCG parsed
TENUE,,vaud,noun_feminine,"Durée d'une assemblée ,temps pendant",Glossaire Vaudois (1861),DCG parsed
TÉRÉBENTHINE,,vaud,noun_feminine,N.P.delaturbenthine .,Glossaire Vaudois (1861),DCG parsed
TERNISSURE,,vaud,noun_feminine,"Laternissure del'argenterie ,d'une",Glossaire Vaudois (1861),DCG parsed
TERRE,,vaud,noun_feminine,"Mettre plus basque terre ,pour insulter",Glossaire Vaudois (1861),DCG parsed
TÊTARD,,vaud,noun_masculine,Grenouille oucrapaud ausortir de,Glossaire Vaudois (1861),DCG parsed
TÊTE,,vaud,noun_feminine,"Têtecarrée ,homme quiabeaucoup dejus-",Glossaire Vaudois (1861),DCG parsed
TÉTON,,vaud,noun_masculine,N.P.teton.,Glossaire Vaudois (1861),DCG parsed
THÉIÈRE,,vaud,noun_feminine,Vase pour faire infuser le,Glossaire Vaudois (1861),DCG parsed
THYM,,vaud,noun_masculine,"Plante .N.P.dupignolet ,du",Glossaire Vaudois (1861),DCG parsed
TIGE,"letronc ,",vaud,noun_feminine,"N.P.lafonde ,lafonte d'un arbre ;D.letronc ,",Glossaire Vaudois (1861),DCG parsed
TILLEUL,,vaud,noun_masculine,Arbre .N.P.untillol .,Glossaire Vaudois (1861),DCG parsed
TIRAILLER,,vaud,verb_active,Tirer une personne àplusieurs re,Glossaire Vaudois (1861),DCG parsed
TIRE,tout d'une tire.,vaud,noun_feminine,N.P.tout d'une tirée ;D.tout d'une tire.,Glossaire Vaudois (1861),DCG parsed
TIRÉ,,vaud,adjective,"Unvisage tiré,c'est-à-direabattu ,maigri .",Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,P.unvisage étiré .,Glossaire Vaudois (1861),DCG parsed
P,,vaud,unknown,F.,Glossaire Vaudois (1861),DCG parsed
TIRER,tirer del'arc .On,vaud,verb_neutral,N.P.tirer àl'arc ;D.tirer del'arc .On,Glossaire Vaudois (1861),DCG parsed
TISONNER,,vaud,verb_neutral,"Remuer lestisons sans besoin ,pour",Glossaire Vaudois (1861),DCG parsed
TOAST,,vaud,noun_masculine,Porter untoast .,Glossaire Vaudois (1861),DCG parsed
TOILE,,vaud,noun_feminine,Jeneconnais pas enfrançais l'équivalent,Glossaire Vaudois (1861),DCG parsed
TOIT,,vaud,noun_masculine,N.P.letoil.,Glossaire Vaudois (1861),DCG parsed
GLOSS,,vaud,unknown,VAUD . 14,Glossaire Vaudois (1861),DCG parsed
TOMBÉE,,vaud,noun_feminine,Nes'emploie guère quedans ceslocu-,Glossaire Vaudois (1861),DCG parsed
TOMBER,,vaud,verb_neutral,"Cechemin tombe dans telautre ,ceche-",Glossaire Vaudois (1861),DCG parsed
TOMME,,vaud,noun_feminine,"Cemotsetrouve dans Besch .,mais illui",Glossaire Vaudois (1861),DCG parsed
TON,,vaud,noun_masculine,"C'est letonquifaitlamusique ,c'est moins ce",Glossaire Vaudois (1861),DCG parsed
TONNEAU,,vaud,noun_masculine,Tonneau nepeut être employé comme,Glossaire Vaudois (1861),DCG parsed
TORCHER,,vaud,verb_active,"Iln'aqu'à s'entorcher lebec,seditpour",Glossaire Vaudois (1861),DCG parsed
TORCHON,,vaud,noun_masculine,Serviette degrosse toile pour essuyer,Glossaire Vaudois (1861),DCG parsed
TORCHON,,vaud,noun_feminine,"Femme malpropre ,pop.N.P.unechar-",Glossaire Vaudois (1861),DCG parsed
TORDRE,,vaud,verb_active,Leverbe mailler nepeut sedire pour,Glossaire Vaudois (1861),DCG parsed
TORTILLER,,vaud,verb_active,"Tordre àplusieurs tours duruban ,",Glossaire Vaudois (1861),DCG parsed
TORTILLON,,vaud,noun_masculine,N.P.mettez une torche sous votre,Glossaire Vaudois (1861),DCG parsed
TOTON,,vaud,noun_masculine,Espèce dedéquiesttraversé parune,Glossaire Vaudois (1861),DCG parsed
T,jouer autoton .,vaud,unknown,N.P.Jouer àprends -tout;D.jouer autoton .,Glossaire Vaudois (1861),DCG parsed
TOUCHE,,vaud,noun_feminine,N'est pasfrançais dans lesens decrayon,Glossaire Vaudois (1861),DCG parsed
TOUR,,vaud,noun_masculine,"N.P.donner letour,nous nepouvons pas",Glossaire Vaudois (1861),DCG parsed
TOURMENTER,,vaud,verb_active,"Les verbes bourreauder ,bour-",Glossaire Vaudois (1861),DCG parsed
TOURMENTEUR,,vaud,noun_masculine,Vieux mot quisedisait pour,Glossaire Vaudois (1861),DCG parsed
TOURNAILLER,,vaud,verb_neutral,Faire beaucoup detours etdé-,Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,P.tourniquer .,Glossaire Vaudois (1861),DCG parsed
TOURNANT,,vaud,noun_masculine,"N.P.unviret ,unvirolet .",Glossaire Vaudois (1861),DCG parsed
TOURNOIEMENT,,vaud,noun_masculine,Vertige .N.P.tournement de,Glossaire Vaudois (1861),DCG parsed
TOUSSER,,vaud,verb_neutral,"Ilsentlesapin ,seditd'un homme qui",Glossaire Vaudois (1861),DCG parsed
TOUT,,vaud,adjective,Tout demême nepeut sedire pour volon-,Glossaire Vaudois (1861),DCG parsed
TOUTOU,,vaud,noun_masculine,Nom quelesenfants donnent auxchiens .,Glossaire Vaudois (1861),DCG parsed
TRACER,,vaud,verb_active,Tracer nepeut sedire pour effacer .-,Glossaire Vaudois (1861),DCG parsed
TRAFIC,,vaud,noun_masculine,"Commerce ,négoce .Trafic",Glossaire Vaudois (1861),DCG parsed
TRAINANT,,vaud,adjective,Nous disons :avec unaccent traînard ;,Glossaire Vaudois (1861),DCG parsed
TRAIT,,vaud,noun_masculine,"Cette affaire n'apoint detrait ,n'apasde",Glossaire Vaudois (1861),DCG parsed
TRAITE,,vaud,noun_feminine,"Tout d'une traite ,sans s'arrêter .(Besch .)",Glossaire Vaudois (1861),DCG parsed
N,,vaud,unknown,P.tout d'un trait :aller tout d'un trait deVevey àLau-,Glossaire Vaudois (1861),DCG parsed
TRAITEUR,,vaud,noun_masculine,Estfrançais ;mais traiterie nel'est,Glossaire Vaudois (1861),DCG parsed
TRAITRE,,vaud,adjective,"Ilnem'en apasditletraître mot,signi-",Glossaire Vaudois (1861),DCG parsed
TRAMONTANE,,vaud,noun_feminine,N.P.perdre latramontade ;D.,Glossaire Vaudois (1861),DCG parsed
TRANCHÉES,,vaud,noun_feminine,plur.Douleurs trèsaiguës dans le,Glossaire Vaudois (1861),DCG parsed
TRANSPARENT,,vaud,noun_masculine,Pris dans lesens depapier où,Glossaire Vaudois (1861),DCG parsed
TRANSVASEMENT,,vaud,noun_masculine,N.P.transvasage .,Glossaire Vaudois (1861),DCG parsed
TRANTRAN,,vaud,noun_masculine,Cours desaffaires .N.P.letraintrain .,Glossaire Vaudois (1861),DCG parsed
TRAPPE,,vaud,noun_feminine,Porte couchée horizontalement .N.P.un,Glossaire Vaudois (1861),DCG parsed
TRAVAILLER,,vaud,verb_neutral,Travailler deP.F.-Ilnefaut pas,Glossaire Vaudois (1861),DCG parsed
TRAVÉE,,vaud,noun_feminine,Pièces deboisquiseposent entravers,Glossaire Vaudois (1861),DCG parsed
TRAVERS,,vaud,noun_masculine,Cemot nepeut être employé dans,Glossaire Vaudois (1861),DCG parsed
TRÉBUCHER,,vaud,verb_neutral,Perdre l'équilibre .N.P.brelancher ;,Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,"trébucher oufestonner ,suivant lecas.Voyez festonner .",Glossaire Vaudois (1861),DCG parsed
TREILLIS,dutreillis .Onlit,vaud,noun_masculine,N.P.dutriége ;D.dutreillis .Onlit,Glossaire Vaudois (1861),DCG parsed
TREMBLER,"iltremble ,",vaud,verb_neutral,"N.P.ilalagrulette ;D.iltremble ,",Glossaire Vaudois (1861),DCG parsed
TREMPE,trempe au,vaud,noun_feminine,N.P.trempe enpaquet ;D.trempe au,Glossaire Vaudois (1861),DCG parsed
TREMPÉ,,vaud,adjective,Très mouillé .N.P.trempe dans cecas:,Glossaire Vaudois (1861),DCG parsed
TREMPÉE,,vaud,noun_feminine,Volée decoups .N.P.jeluiaidonné,Glossaire Vaudois (1861),DCG parsed
TREMPER,,vaud,verb_active,"Faire latrempette ,pour tremper son",Glossaire Vaudois (1861),DCG parsed
TRÉPOINTE,,vaud,noun_feminine,Terme decordonnier .N.P.latra-,Glossaire Vaudois (1861),DCG parsed
TRESSAILLIR,,vaud,verb_neutral,"N.P.ressauter ,faire untressaut ;",Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,cebruit m'a fait tressaillir .,Glossaire Vaudois (1861),DCG parsed
TRÊVE,,vaud,noun_feminine,L'expression sans trêve nirepos nese,Glossaire Vaudois (1861),DCG parsed
TRIAGE,faire un,vaud,noun_masculine,"N.P.faire une triaille ,D.faire un",Glossaire Vaudois (1861),DCG parsed
TRICHER,,vaud,verb_active,N.P.frouiller .,Glossaire Vaudois (1861),DCG parsed
TRICOISES,,vaud,noun_feminine,plur .Tenailles demaréchal .N.P.la,Glossaire Vaudois (1861),DCG parsed
TRICOTAGE,,vaud,noun_masculine,Ouvrage d'une personne quitricote ;,Glossaire Vaudois (1861),DCG parsed
TRIMBALER,,vaud,verb_active,"Traîner ,mener ,porter partout ;",Glossaire Vaudois (1861),DCG parsed
TRIMER,,vaud,verb_neutral,"Aller viteetsefatiguer .Trimer ,bûcher ,",Glossaire Vaudois (1861),DCG parsed
TRINGLE,,vaud,noun_feminine,"N.P.desverges derideau ,desbaguettes",Glossaire Vaudois (1861),DCG parsed
TRINQUETTE,,vaud,noun_feminine,"Voile triangulaire .Trinquet ,dans",Glossaire Vaudois (1861),DCG parsed
TRIPETTE,cela,vaud,noun_feminine,N.P.cela nevaut paspipette ;D.cela,Glossaire Vaudois (1861),DCG parsed
TRIPOTAGE,,vaud,noun_masculine,"Intrigue ,manigance ,brouillerie",Glossaire Vaudois (1861),DCG parsed
TRISTE,cetenfant,vaud,adjective,N.P.cetenfant estgringe ;D.cetenfant,Glossaire Vaudois (1861),DCG parsed
TROCHET,,vaud,noun_masculine,Seditdesfleurs etdesfruits quivien-,Glossaire Vaudois (1861),DCG parsed
TROGNON,,vaud,noun_masculine,"Milieu d'un fruit ,d'un légume dont",Glossaire Vaudois (1861),DCG parsed
TROMPERIE,,vaud,noun_feminine,Fraude .N.P.unegueuserie :ilmet,Glossaire Vaudois (1861),DCG parsed
TROMPETER,,vaud,verb_active,N.P.trompetter .,Glossaire Vaudois (1861),DCG parsed
TROMPEUR,,vaud,noun_masculine,"Quitrompe ,imposteur ,quin'est pas",Glossaire Vaudois (1861),DCG parsed
TROP,,vaud,adverb,Lep neseprononce quedevant lesvoyelles .,Glossaire Vaudois (1861),DCG parsed
TROTTE,,vaud,noun_feminine,Onpeut dire :ilyaunebonne trotte d'ici,Glossaire Vaudois (1861),DCG parsed
TROTTER,,vaud,verb_neutral,"Leverbe trotter estfrançais ,mais ilne",Glossaire Vaudois (1861),DCG parsed
TROUSSEAU,un,vaud,noun_masculine,N.P.une liasse declefs ;D.un,Glossaire Vaudois (1861),DCG parsed
TROUSSER,,vaud,verb_active,"N.P.retrousser sarobe ,sesjupes ;",Glossaire Vaudois (1861),DCG parsed
D,,vaud,unknown,"trousser sarobe ,sesjupes .",Glossaire Vaudois (1861),DCG parsed
TROUSSIS,,vaud,noun_masculine,"Plifaitàunerobe ,àune",Glossaire Vaudois (1861),DCG parsed
TROUVAILLE,,vaud,noun_feminine,"Faire unebonne trouve ,P.F.;il",Glossaire Vaudois (1861),DCG parsed
TROUVER,,vaud,verb_active,N.P.dégrailler .,Glossaire Vaudois (1861),DCG parsed
TRUSQUIN,,vaud,noun_masculine,Outil demenuisier .N.P.untrous-,Glossaire Vaudois (1861),DCG parsed
TUER,,vaud,verb_active,"L'expression faire boucherie ,pour dire tuer",Glossaire Vaudois (1861),DCG parsed
TUILERIE,,vaud,noun_feminine,N.P.une tuilière .,Glossaire Vaudois (1861),DCG parsed
TUMULTE,,vaud,noun_masculine,N.P.tulmute .,Glossaire Vaudois (1861),DCG parsed
TURLUPINER,,vaud,verb_active,"Semoquer dequelqu'un ,letour-",Glossaire Vaudois (1861),DCG parsed
TUSSILAGE,,vaud,noun_masculine,Plante .N.P.dutaconnet .,Glossaire Vaudois (1861),DCG parsed
TUTEUR,,vaud,noun_masculine,Onlitdans ledictionnaire deBescherelle :,Glossaire Vaudois (1861),DCG parsed
N,des tuteurs .,vaud,unknown,"P.des berclures ,desfourons ;D.des tuteurs .",Glossaire Vaudois (1861),DCG parsed
TUTOYER,,vaud,verb_active,N.P.tutayer .,Glossaire Vaudois (1861),DCG parsed
UMBLE,,vaud,noun_masculine,Poisson quitient beaucoup,Glossaire Vaudois (1861),DCG parsed
USAGE,,vaud,noun_masculine,"Onpeut dire avoir beaucoup d'usage ,man-",Glossaire Vaudois (1861),DCG parsed
USÉ,"cethabit estusé,",vaud,adjective,"N.P.cethabit estuse;D.cethabit estusé,",Glossaire Vaudois (1861),DCG parsed
USER,,vaud,noun_masculine,N.P.cette étoffe estd'un bon usage ;D.,Glossaire Vaudois (1861),DCG parsed
VACHELIN,,vaud,noun_masculine,Sorte defromage quisefaitenFran-,Glossaire Vaudois (1861),DCG parsed
Comté,,vaud,unknown,Tout lemonde aentendu cetappel :Vacherins du,Glossaire Vaudois (1861),DCG parsed
Besch,,vaud,unknown,mefait supposer que cemot doit remplacer notre,Glossaire Vaudois (1861),DCG parsed
VALET,,vaud,noun_masculine,"Dans lapartie sud-ouest ducanton ,lemot",Glossaire Vaudois (1861),DCG parsed
VALSER,,vaud,verb_neutral,"Cemot estfrançais ,mais ilnepeut se",Glossaire Vaudois (1861),DCG parsed
VALUE,laplus value .,vaud,noun_feminine,N.P.lamieux value ;D.laplus value .,Glossaire Vaudois (1861),DCG parsed
VANNER,,vaud,verb_active,Voyez valser .,Glossaire Vaudois (1861),DCG parsed
